epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,525.431,0.38987,0.21253,0.8152,0.93687,0.93265,0.96355,0.7846,0.73221,0.34919,1.01257,0.000299416,0.000299416,0.000299416
169,560.028,0.39265,0.21446,0.81645,0.95821,0.91275,0.9648,0.78617,0.72952,0.3528,1.01103,0.000297215,0.000297215,0.000297215
170,594.911,0.39509,0.21631,0.8146,0.92841,0.94212,0.96406,0.78574,0.73227,0.35264,1.01085,0.000295014,0.000295014,0.000295014
171,629.848,0.40148,0.21552,0.81855,0.93675,0.93132,0.96499,0.78782,0.7371,0.3438,1.01613,0.000292813,0.000292813,0.000292813
172,665.371,0.40622,0.21865,0.81799,0.93836,0.93118,0.96521,0.78802,0.72816,0.34497,1.00657,0.000290612,0.000290612,0.000290612
173,35.0264,0.3651,0.20187,0.80518,0.95608,0.91152,0.96619,0.78851,0.72841,0.34424,1.0114,0.000288411,0.000288411,0.000288411
174,70.3005,0.36255,0.20031,0.80448,0.945,0.93089,0.96632,0.78695,0.73465,0.34983,1.01547,0.00028621,0.00028621,0.00028621
175,105.236,0.34821,0.1974,0.80187,0.93132,0.93713,0.96551,0.79053,0.72357,0.34507,1.01232,0.000284009,0.000284009,0.000284009
176,140.025,0.33968,0.19399,0.79787,0.95309,0.92209,0.96363,0.78861,0.72246,0.34794,1.01454,0.000281807,0.000281807,0.000281807
177,174.842,0.32272,0.18728,0.79815,0.93405,0.93558,0.9644,0.78943,0.72856,0.35408,1.01899,0.000279606,0.000279606,0.000279606
178,210.312,0.32724,0.18822,0.79579,0.94749,0.92907,0.96312,0.78754,0.72591,0.35001,1.02153,0.000277405,0.000277405,0.000277405
179,245.65,0.35166,0.19495,0.8044,0.95544,0.92184,0.96506,0.78652,0.7336,0.34924,1.02084,0.000275204,0.000275204,0.000275204
180,280.576,0.36074,0.199,0.80421,0.94912,0.93042,0.96536,0.78775,0.72604,0.34708,1.01647,0.000273003,0.000273003,0.000273003
181,316.124,0.34703,0.19309,0.80105,0.94858,0.92846,0.96417,0.78553,0.73014,0.35042,1.01848,0.000270802,0.000270802,0.000270802
182,35.0333,0.32501,0.18456,0.79572,0.95747,0.91475,0.96475,0.79066,0.72529,0.34471,1.01919,0.000268601,0.000268601,0.000268601
183,71.1607,0.35856,0.19531,0.80159,0.94099,0.93143,0.96422,0.78728,0.72563,0.34458,1.01763,0.0002664,0.0002664,0.0002664
184,106.312,0.33437,0.18947,0.79823,0.93924,0.92735,0.96292,0.78927,0.72055,0.35032,1.0139,0.000264199,0.000264199,0.000264199
185,140.906,0.33442,0.18965,0.7957,0.94838,0.91928,0.96333,0.78878,0.72397,0.3487,1.01696,0.000261998,0.000261998,0.000261998
186,175.941,0.34068,0.18983,0.79976,0.94934,0.92044,0.96304,0.78641,0.73212,0.34973,1.0248,0.000259796,0.000259796,0.000259796
187,210.771,0.32976,0.18559,0.79511,0.94706,0.92151,0.96439,0.78728,0.7351,0.35343,1.02579,0.000257595,0.000257595,0.000257595
188,245.578,0.34042,0.18813,0.80074,0.95669,0.92015,0.96615,0.79014,0.72462,0.34284,1.0181,0.000255394,0.000255394,0.000255394
189,280.661,0.33618,0.18809,0.79879,0.95911,0.92165,0.96552,0.78969,0.72625,0.34613,1.02006,0.000253193,0.000253193,0.000253193
190,316.227,0.32514,0.18512,0.79537,0.95879,0.92347,0.96295,0.78597,0.72717,0.34457,1.01905,0.000250992,0.000250992,0.000250992
191,351.386,0.34271,0.1917,0.79997,0.94698,0.92611,0.96449,0.78763,0.72998,0.34311,1.01959,0.000248791,0.000248791,0.000248791
192,386.156,0.3468,0.19493,0.80009,0.95213,0.92453,0.96462,0.7879,0.73176,0.34238,1.01992,0.00024659,0.00024659,0.00024659
193,421.761,0.35517,0.197,0.80487,0.96113,0.91338,0.9656,0.79312,0.72201,0.33858,1.01646,0.000244389,0.000244389,0.000244389
194,457.558,0.36046,0.19894,0.80393,0.94585,0.926,0.96574,0.79368,0.7225,0.34205,1.01532,0.000242188,0.000242188,0.000242188
195,492.418,0.34448,0.19254,0.80027,0.94356,0.92361,0.96273,0.7917,0.72252,0.34427,1.01566,0.000239987,0.000239987,0.000239987
196,527.38,0.35364,0.19568,0.8064,0.93749,0.93257,0.96279,0.78934,0.72734,0.34534,1.0196,0.000237785,0.000237785,0.000237785
197,562.373,0.36087,0.19783,0.80755,0.93357,0.93942,0.96556,0.79376,0.72209,0.34093,1.01619,0.000235584,0.000235584,0.000235584
198,597.388,0.3579,0.19808,0.80422,0.94658,0.92831,0.96523,0.79332,0.71873,0.33966,1.01363,0.000233383,0.000233383,0.000233383
199,632.314,0.35588,0.1959,0.80635,0.94082,0.93439,0.96473,0.78994,0.72278,0.33865,1.01394,0.000231182,0.000231182,0.000231182
200,667.78,0.36895,0.202,0.80913,0.9399,0.9333,0.96632,0.79,0.72689,0.33812,1.01663,0.000228981,0.000228981,0.000228981
201,36.1226,0.31568,0.18097,0.79418,0.94736,0.92543,0.96447,0.79181,0.7291,0.34076,1.02194,0.00022678,0.00022678,0.00022678
202,71.8365,0.32799,0.18376,0.79576,0.94287,0.93404,0.96337,0.79146,0.71945,0.34289,1.01772,0.000224579,0.000224579,0.000224579
203,106.749,0.30648,0.17826,0.79302,0.93794,0.92645,0.96289,0.79325,0.71642,0.34891,1.0169,0.000222378,0.000222378,0.000222378
204,141.432,0.29968,0.17738,0.78947,0.94598,0.92741,0.96355,0.79331,0.71599,0.34638,1.01676,0.000220177,0.000220177,0.000220177
205,176.332,0.30789,0.17781,0.79317,0.94834,0.92645,0.96259,0.793,0.72152,0.34584,1.02147,0.000217976,0.000217976,0.000217976
206,211.187,0.30976,0.17802,0.78993,0.93817,0.93558,0.96265,0.78995,0.72777,0.35254,1.02843,0.000215774,0.000215774,0.000215774
207,246.195,0.31128,0.17592,0.79456,0.94382,0.93148,0.96302,0.79203,0.72122,0.3456,1.02162,0.000213573,0.000213573,0.000213573
208,281.631,0.30751,0.17719,0.79303,0.94399,0.93106,0.96344,0.78902,0.72293,0.34704,1.02341,0.000211372,0.000211372,0.000211372
209,317.121,0.30747,0.17621,0.79128,0.9517,0.92155,0.96298,0.79164,0.72221,0.34482,1.0222,0.000209171,0.000209171,0.000209171
210,352.086,0.31505,0.17936,0.79322,0.93745,0.93669,0.96401,0.79032,0.72325,0.34331,1.02315,0.00020697,0.00020697,0.00020697
211,387.443,0.32317,0.18328,0.79499,0.95082,0.92156,0.9633,0.78934,0.7248,0.3444,1.02402,0.000204769,0.000204769,0.000204769
212,34.9042,0.28759,0.16737,0.78767,0.94927,0.92864,0.96303,0.7911,0.72386,0.34628,1.02376,0.000202568,0.000202568,0.000202568
213,69.8909,0.32253,0.17999,0.7928,0.94687,0.92893,0.96272,0.78932,0.72304,0.34511,1.02313,0.000200367,0.000200367,0.000200367
214,104.792,0.30008,0.17318,0.79053,0.94386,0.92803,0.96455,0.79094,0.72135,0.3461,1.02015,0.000198166,0.000198166,0.000198166
215,139.436,0.29303,0.17266,0.78688,0.94609,0.92523,0.96312,0.79043,0.71673,0.34789,1.02022,0.000195965,0.000195965,0.000195965
216,174.191,0.31133,0.17697,0.79248,0.94394,0.92763,0.9621,0.78912,0.72015,0.34844,1.02039,0.000193763,0.000193763,0.000193763
217,209.564,0.30597,0.17462,0.78865,0.95964,0.91884,0.96315,0.78986,0.72017,0.34574,1.02115,0.000191562,0.000191562,0.000191562
218,244.684,0.29515,0.16979,0.79122,0.95202,0.92252,0.96248,0.78977,0.71937,0.34465,1.02324,0.000189361,0.000189361,0.000189361
219,279.536,0.31027,0.17493,0.79157,0.95108,0.9269,0.96285,0.78977,0.72036,0.34819,1.02436,0.00018716,0.00018716,0.00018716
220,314.767,0.29496,0.17047,0.7881,0.9514,0.92884,0.96172,0.7923,0.71335,0.34088,1.02185,0.000184959,0.000184959,0.000184959
221,350.308,0.29135,0.16937,0.78837,0.95297,0.92963,0.96392,0.79278,0.71979,0.34557,1.02371,0.000182758,0.000182758,0.000182758
222,385.161,0.29711,0.17281,0.78922,0.95095,0.92773,0.96121,0.79021,0.72197,0.34388,1.02446,0.000180557,0.000180557,0.000180557
223,419.835,0.31617,0.18067,0.79612,0.94823,0.93322,0.96239,0.79038,0.72149,0.34524,1.02317,0.000178356,0.000178356,0.000178356
224,454.97,0.32306,0.18294,0.79503,0.93716,0.94135,0.96405,0.78972,0.72506,0.34265,1.02444,0.000176155,0.000176155,0.000176155
225,489.58,0.31353,0.17829,0.79268,0.94611,0.93428,0.96346,0.79063,0.7224,0.34454,1.02346,0.000173954,0.000173954,0.000173954
225,34.9551,0.27174,0.16104,0.78479,0.94735,0.92989,0.96372,0.79192,0.72282,0.34781,1.02434,0.000173954,0.000173954,0.000173954
226,70.5119,0.29922,0.1718,0.78842,0.95203,0.92759,0.96408,0.79208,0.71907,0.34503,1.02494,0.000171752,0.000171752,0.000171752
227,105.326,0.28784,0.16747,0.78728,0.94883,0.92928,0.96483,0.79012,0.72401,0.34554,1.02621,0.000169551,0.000169551,0.000169551
228,139.927,0.29029,0.16885,0.78476,0.94603,0.92799,0.96475,0.79201,0.71726,0.34819,1.02381,0.00016735,0.00016735,0.00016735
229,175.604,0.27957,0.16442,0.78672,0.93955,0.93599,0.96388,0.79117,0.72039,0.34547,1.02522,0.000165149,0.000165149,0.000165149
230,210.576,0.28112,0.16377,0.78339,0.94788,0.93065,0.96543,0.79013,0.72453,0.34837,1.02798,0.000162948,0.000162948,0.000162948
231,245.194,0.27009,0.16033,0.78626,0.95053,0.93034,0.96505,0.79012,0.71847,0.34613,1.02703,0.000160747,0.000160747,0.000160747
232,279.925,0.27351,0.16348,0.78536,0.94914,0.93019,0.9638,0.79026,0.72339,0.35036,1.02918,0.000158546,0.000158546,0.000158546
233,314.814,0.27796,0.16517,0.78414,0.95113,0.92759,0.96274,0.78938,0.72328,0.35147,1.03129,0.000156345,0.000156345,0.000156345
234,349.553,0.2759,0.16399,0.78472,0.95504,0.92557,0.96463,0.78914,0.7209,0.34729,1.02925,0.000154144,0.000154144,0.000154144
235,384.492,0.27654,0.16416,0.78485,0.95491,0.9259,0.96403,0.79034,0.72268,0.3459,1.02969,0.000151943,0.000151943,0.000151943
236,419.562,0.29306,0.171,0.79049,0.95303,0.92467,0.96438,0.78961,0.72236,0.34299,1.02967,0.000149741,0.000149741,0.000149741
237,454.479,0.30017,0.17295,0.78974,0.94776,0.93096,0.96509,0.78973,0.72508,0.34436,1.02856,0.00014754,0.00014754,0.00014754
238,489.334,0.30711,0.1739,0.79143,0.95155,0.92803,0.96274,0.78818,0.71856,0.3433,1.02466,0.000145339,0.000145339,0.000145339
239,524.381,0.31639,0.17726,0.79673,0.9387,0.92975,0.96233,0.79123,0.71658,0.34345,1.0235,0.000143138,0.000143138,0.000143138
240,35.0693,0.25149,0.15337,0.78132,0.93516,0.94319,0.96362,0.79373,0.71666,0.35045,1.02735,0.000140937,0.000140937,0.000140937
241,69.9996,0.27641,0.16291,0.78421,0.95079,0.92971,0.96323,0.79195,0.72005,0.3472,1.03376,0.000138736,0.000138736,0.000138736
242,105.117,0.27227,0.16046,0.78431,0.94241,0.93533,0.96441,0.7906,0.7176,0.34707,1.03131,0.000136535,0.000136535,0.000136535
243,140.327,0.26621,0.15823,0.78106,0.94234,0.93519,0.96402,0.79264,0.71556,0.34484,1.02867,0.000134334,0.000134334,0.000134334
243,35.0428,0.24971,0.15053,0.77972,0.94227,0.93424,0.96446,0.7941,0.71567,0.34732,1.03038,0.000134334,0.000134334,0.000134334
244,70.786,0.26485,0.15773,0.78119,0.94051,0.93675,0.96281,0.79299,0.71519,0.34801,1.0304,0.000132133,0.000132133,0.000132133
245,105.795,0.25399,0.15337,0.78122,0.94335,0.93262,0.96313,0.79328,0.71629,0.35076,1.03138,0.000129932,0.000129932,0.000129932
246,140.56,0.25623,0.15485,0.77978,0.94046,0.93396,0.96193,0.79072,0.71425,0.34864,1.03045,0.000127731,0.000127731,0.000127731
247,175.854,0.24932,0.15176,0.78165,0.94592,0.93276,0.96326,0.79062,0.7177,0.34795,1.03238,0.000125529,0.000125529,0.000125529
248,210.686,0.26094,0.15547,0.77995,0.94268,0.93247,0.96329,0.79018,0.71924,0.34679,1.03317,0.000123328,0.000123328,0.000123328
249,245.516,0.26227,0.15581,0.78439,0.93699,0.9385,0.96337,0.79203,0.71727,0.34493,1.03274,0.000121127,0.000121127,0.000121127
250,280.684,0.26468,0.15794,0.78334,0.93899,0.93629,0.96353,0.79149,0.71977,0.34767,1.03422,0.000118926,0.000118926,0.000118926
251,35.2116,0.23478,0.14569,0.77707,0.9395,0.93768,0.96326,0.79241,0.71814,0.34797,1.03389,0.000116725,0.000116725,0.000116725
252,70.0169,0.2415,0.14777,0.77804,0.9495,0.93133,0.96102,0.79201,0.71818,0.34779,1.03513,0.000114524,0.000114524,0.000114524
253,105.009,0.23617,0.14703,0.77845,0.94752,0.92799,0.961,0.79337,0.71716,0.35026,1.03551,0.000112323,0.000112323,0.000112323
254,139.862,0.24045,0.14863,0.77671,0.94663,0.92962,0.9614,0.79193,0.71566,0.35239,1.03608,0.000110122,0.000110122,0.000110122
255,174.616,0.2368,0.14709,0.77936,0.94533,0.9318,0.96313,0.7921,0.71631,0.35267,1.03578,0.000107921,0.000107921,0.000107921
256,209.308,0.24551,0.14897,0.77777,0.94694,0.93225,0.96314,0.78978,0.71801,0.3449,1.03606,0.00010572,0.00010572,0.00010572
257,244.665,0.24025,0.14772,0.78072,0.94924,0.92876,0.96279,0.7916,0.71468,0.34481,1.03391,0.000103518,0.000103518,0.000103518
258,279.92,0.2474,0.15034,0.78057,0.94178,0.93708,0.96268,0.79238,0.71594,0.34759,1.03408,0.000101317,0.000101317,0.000101317
259,314.49,0.25238,0.15156,0.77985,0.94592,0.93251,0.96283,0.79307,0.71372,0.34927,1.03265,9.91162e-05,9.91162e-05,9.91162e-05
260,349.755,0.25479,0.15374,0.78094,0.94868,0.93199,0.96186,0.79079,0.71564,0.34824,1.03514,9.69151e-05,9.69151e-05,9.69151e-05
261,385.331,0.25405,0.15287,0.78042,0.95478,0.92671,0.96186,0.79125,0.7172,0.34753,1.03552,9.4714e-05,9.4714e-05,9.4714e-05
262,420.113,0.27045,0.1596,0.78558,0.94634,0.931,0.96235,0.7945,0.71386,0.34091,1.03266,9.25129e-05,9.25129e-05,9.25129e-05
263,454.914,0.27107,0.15895,0.78403,0.95665,0.92722,0.96339,0.79384,0.71512,0.34643,1.03213,9.03118e-05,9.03118e-05,9.03118e-05
264,489.798,0.27398,0.15846,0.78382,0.95598,0.92647,0.96264,0.7942,0.71609,0.34336,1.03286,8.81107e-05,8.81107e-05,8.81107e-05
265,524.614,0.27682,0.15954,0.78856,0.95272,0.92672,0.96392,0.79347,0.71379,0.34407,1.03225,8.59096e-05,8.59096e-05,8.59096e-05
266,559.378,0.29862,0.16865,0.79404,0.94935,0.92712,0.96461,0.79435,0.71433,0.34157,1.03144,8.37085e-05,8.37085e-05,8.37085e-05
267,594.598,0.30069,0.16988,0.79144,0.95093,0.92825,0.96509,0.79303,0.71681,0.3423,1.0313,8.15074e-05,8.15074e-05,8.15074e-05
268,629.513,0.29822,0.1683,0.79295,0.94769,0.93263,0.96543,0.79438,0.71553,0.33856,1.0297,7.93063e-05,7.93063e-05,7.93063e-05
269,664.244,0.30301,0.17076,0.79432,0.94503,0.92892,0.96502,0.79315,0.71522,0.3373,1.02633,7.71052e-05,7.71052e-05,7.71052e-05
270,699.116,0.33248,0.18034,0.80141,0.94003,0.93031,0.96552,0.79616,0.7119,0.3365,1.02284,7.49041e-05,7.49041e-05,7.49041e-05
271,734.419,0.34282,0.18726,0.8069,0.94001,0.93203,0.96694,0.79718,0.71561,0.33622,1.02408,7.2703e-05,7.2703e-05,7.2703e-05
272,769.493,0.34341,0.1866,0.80591,0.9508,0.92306,0.9639,0.79619,0.71372,0.33574,1.02076,7.05019e-05,7.05019e-05,7.05019e-05
273,804.067,0.361,0.1939,0.80888,0.95595,0.91662,0.96455,0.79556,0.71489,0.33679,1.01957,6.83008e-05,6.83008e-05,6.83008e-05
274,839.093,0.3733,0.19725,0.81457,0.95431,0.92038,0.96596,0.79671,0.71246,0.3327,1.01633,6.60997e-05,6.60997e-05,6.60997e-05
275,873.903,0.37076,0.19642,0.81433,0.95368,0.92062,0.96608,0.79596,0.71424,0.33382,1.01558,6.38986e-05,6.38986e-05,6.38986e-05
276,908.787,0.37089,0.19873,0.81514,0.94817,0.92809,0.96597,0.79511,0.7144,0.33303,1.01364,6.16975e-05,6.16975e-05,6.16975e-05
277,943.723,0.36098,0.19475,0.80874,0.95644,0.92269,0.96601,0.79413,0.71512,0.33417,1.01438,5.94964e-05,5.94964e-05,5.94964e-05
278,35.7018,0.23062,0.14648,0.77963,0.9569,0.92369,0.96518,0.79401,0.71418,0.3453,1.01612,5.72953e-05,5.72953e-05,5.72953e-05
279,71.2832,0.23388,0.14586,0.77946,0.95265,0.92648,0.9649,0.79714,0.70904,0.34487,1.01855,5.50942e-05,5.50942e-05,5.50942e-05
280,106.022,0.22686,0.14259,0.77906,0.95698,0.9224,0.96613,0.79784,0.71006,0.34668,1.02288,5.28931e-05,5.28931e-05,5.28931e-05
281,140.729,0.22906,0.14323,0.77665,0.95779,0.92083,0.96622,0.7964,0.71103,0.34558,1.02652,5.0692e-05,5.0692e-05,5.0692e-05
282,175.667,0.2239,0.14074,0.77835,0.95832,0.91762,0.96589,0.79638,0.71281,0.3484,1.02924,4.84909e-05,4.84909e-05,4.84909e-05
283,210.32,0.22239,0.1395,0.77556,0.957,0.91926,0.96604,0.797,0.71005,0.34699,1.0282,4.62898e-05,4.62898e-05,4.62898e-05
284,245.147,0.22435,0.14043,0.77945,0.95009,0.92635,0.96583,0.79713,0.71183,0.34612,1.03039,4.40887e-05,4.40887e-05,4.40887e-05
285,280.44,0.22755,0.14139,0.77855,0.95392,0.92513,0.96554,0.79786,0.71177,0.34729,1.0313,4.18876e-05,4.18876e-05,4.18876e-05
286,315.708,0.22828,0.14115,0.7771,0.95085,0.92596,0.96492,0.79752,0.71174,0.34924,1.03177,3.96865e-05,3.96865e-05,3.96865e-05
287,350.483,0.22515,0.14076,0.77727,0.94916,0.92663,0.96533,0.79578,0.712,0.35099,1.03291,3.74854e-05,3.74854e-05,3.74854e-05
288,385.661,0.22971,0.14248,0.77702,0.9434,0.93271,0.96528,0.79515,0.7129,0.3507,1.03362,3.52843e-05,3.52843e-05,3.52843e-05
289,421.162,0.23452,0.14425,0.78012,0.95542,0.9242,0.96572,0.79638,0.7112,0.34645,1.03376,3.30832e-05,3.30832e-05,3.30832e-05
290,455.962,0.23682,0.14431,0.77879,0.95082,0.92917,0.96584,0.79611,0.71303,0.34674,1.03487,3.08821e-05,3.08821e-05,3.08821e-05
291,37.349,0.35489,0.18345,0.81279,0.95327,0.92484,0.96644,0.79362,0.72249,0.33937,1.04071,2.8681e-05,2.8681e-05,2.8681e-05
292,72.4454,0.33643,0.174,0.80915,0.9504,0.9231,0.96514,0.79177,0.72346,0.33559,1.03714,2.64799e-05,2.64799e-05,2.64799e-05
293,107.67,0.33095,0.17251,0.80254,0.94302,0.93394,0.96606,0.79215,0.72107,0.33275,1.03128,2.42788e-05,2.42788e-05,2.42788e-05
294,143.041,0.32504,0.16965,0.80231,0.95143,0.92652,0.96662,0.7931,0.72111,0.33285,1.02947,2.20777e-05,2.20777e-05,2.20777e-05
295,178.035,0.31667,0.16734,0.80011,0.95457,0.92663,0.96738,0.79478,0.71956,0.33074,1.02753,1.98766e-05,1.98766e-05,1.98766e-05
296,213.084,0.32034,0.16965,0.80038,0.94829,0.93281,0.96592,0.79369,0.71917,0.32917,1.02531,1.76755e-05,1.76755e-05,1.76755e-05
297,248.454,0.31842,0.1682,0.80233,0.94992,0.92875,0.96626,0.79373,0.71909,0.33071,1.02497,1.54744e-05,1.54744e-05,1.54744e-05
298,283.421,0.31753,0.16734,0.80149,0.95964,0.92014,0.96532,0.79409,0.71814,0.33087,1.02434,1.32733e-05,1.32733e-05,1.32733e-05
299,318.012,0.31152,0.16623,0.79792,0.95503,0.92401,0.96537,0.79496,0.71649,0.32986,1.02301,1.10722e-05,1.10722e-05,1.10722e-05
300,353.105,0.31447,0.16716,0.80063,0.95623,0.92301,0.9657,0.7952,0.71592,0.32926,1.02233,8.8711e-06,8.8711e-06,8.8711e-06
