Class,Timestamp,x1,y1,x2,y2
Pterophyllum_Scalare_Y,162.0,1115,495,1139,577
G_Matriarche,162.0,883,84,967,129
Corydoras_Panda,162.0,939,479,979,531
Pterophyllum_Scalare_BB,162.1,304,182,377,264
Corydoras_Panda,162.1,938,485,983,530
Botia_Almorhae,162.1,800,488,920,545
G_Matriarche,162.1,879,82,967,130
Pterophyllum_Scalare_YWB,162.1,135,196,215,278
Corydoras_Albinos,162.1,286,426,342,471
Pterophyllum_Scalare_Y,162.1,1115,495,1140,577
Corydoras_Panda,162.2,934,489,988,531
Corydoras_Albinos,162.2,279,436,332,479
Botia_Almorhae,162.2,782,486,902,537
G_Matriarche,162.2,881,80,965,129
Pterophyllum_Scalare_BB,162.2,298,183,376,264
Pterophyllum_Scalare_YWB,162.2,136,195,217,278
Pterophyllum_Scalare_Y,162.2,1116,496,1140,575
Corydoras_Albinos,162.3,273,444,330,485
G_Matriarche,162.3,884,79,965,129
Botia_Striata,162.3,484,374,549,452
Pterophyllum_Scalare_YWB,162.3,136,194,219,278
Pterophyllum_Scalare_BB,162.3,290,183,373,266
Pterophyllum_Scalare_Y,162.3,1117,496,1140,575
Botia_Almorhae,162.3,758,484,886,529
Botia_Almorhae,162.4,743,480,873,530
Pterophyllum_Scalare_Y,162.4,1117,496,1140,575
Corydoras_Albinos,162.4,269,449,327,490
Botia_Striata,162.4,481,378,551,452
Pterophyllum_Scalare_BB,162.4,283,183,367,267
Pterophyllum_Scalare_YWB,162.4,136,194,221,278
G_Matriarche,162.4,882,76,962,128
Botia_Striata,162.5,481,381,553,452
Botia_Almorhae,162.5,731,479,850,522
Corydoras_Albinos,162.5,265,456,325,494
G_Matriarche,162.5,884,75,963,126
Pterophyllum_Scalare_Y,162.5,1117,496,1141,574
Pterophyllum_Scalare_YWB,162.5,136,192,222,278
Pterophyllum_Scalare_BB,162.5,277,182,361,268
Pterophyllum_Scalare_BB,162.6,270,181,354,268
Corydoras_Albinos,162.6,261,459,322,497
Pterophyllum_Scalare_YWB,162.6,135,191,220,275
Pterophyllum_Scalare_Y,162.6,1118,496,1141,573
Botia_Almorhae,162.6,715,477,839,520
Botia_Striata,162.6,480,385,552,453
G_Matriarche,162.6,876,73,962,127
Corydoras_Albinos,162.7,259,461,320,500
Pterophyllum_Scalare_Y,162.7,1118,496,1142,575
Pterophyllum_Scalare_Y,162.7,961,487,984,532
Botia_Striata,162.7,480,388,559,452
G_Matriarche,162.7,882,71,961,124
Pterophyllum_Scalare_YWB,162.7,133,191,216,273
Pterophyllum_Scalare_BB,162.7,262,181,344,268
G_Matriarche,162.8,881,70,961,122
Pterophyllum_Scalare_Y,162.8,1118,496,1142,575
Pterophyllum_Scalare_BB,162.8,254,181,336,268
Pterophyllum_Scalare_YWB,162.8,132,190,214,272
Corydoras_Albinos,162.8,257,467,318,503
Pterophyllum_Scalare_BB,162.9,247,182,328,269
Corydoras_Albinos,162.9,255,471,316,506
Botia_Striata,162.9,698,479,769,517
Pterophyllum_Scalare_Y,162.9,1119,496,1142,575
Pterophyllum_Scalare_YWB,162.9,130,190,212,270
G_Matriarche,162.9,884,68,960,118
Pterophyllum_Scalare_Y,163.0,1118,496,1143,575
Pterophyllum_Scalare_BB,163.0,240,184,321,271
G_Matriarche,163.0,882,65,959,115
Pterophyllum_Scalare_YWB,163.0,128,190,211,269
Corydoras_Albinos,163.0,254,469,316,509
Pterophyllum_Scalare_Y,163.1,1118,499,1143,576
G_Matriarche,163.1,879,63,959,113
Pterophyllum_Scalare_YWB,163.1,127,190,208,269
Corydoras_Albinos,163.1,253,468,316,513
Pterophyllum_Scalare_BB,163.1,232,183,314,272
Pterophyllum_Scalare_YWB,163.2,126,191,205,269
Corydoras_Albinos,163.2,254,471,315,515
Pterophyllum_Scalare_Y,163.2,1118,500,1144,578
Corydoras_Panda,163.2,931,496,987,538
G_Matriarche,163.2,880,59,957,108
Botia_Striata,163.2,507,405,556,437
Pterophyllum_Scalare_BB,163.2,225,185,307,272
G_Matriarche,163.3,882,57,958,105
Corydoras_Panda,163.3,926,492,985,542
Corydoras_Albinos,163.3,253,475,317,519
Pterophyllum_Scalare_BB,163.3,218,185,302,273
Pterophyllum_Scalare_Y,163.3,1118,503,1144,580
Pterophyllum_Scalare_YWB,163.3,124,192,202,269
Corydoras_Albinos,163.4,254,476,315,521
Pterophyllum_Scalare_BB,163.4,213,185,298,275
Pterophyllum_Scalare_YWB,163.4,122,194,197,271
Corydoras_Panda,163.4,923,493,978,550
Pterophyllum_Scalare_Y,163.4,1118,504,1145,581
G_Matriarche,163.4,880,56,956,102
Pterophyllum_Scalare_BB,163.5,211,185,294,278
Pterophyllum_Scalare_Y,163.5,1119,506,1146,582
Corydoras_Panda,163.5,920,493,970,555
Pterophyllum_Scalare_YWB,163.5,117,195,192,273
Corydoras_Albinos,163.5,255,478,315,524
G_Matriarche,163.5,881,54,954,100
Pterophyllum_Scalare_Y,163.6,1119,509,1146,583
G_Matriarche,163.6,880,50,953,98
Corydoras_Panda,163.6,918,493,970,554
Pterophyllum_Scalare_BB,163.6,210,186,292,278
Pterophyllum_Scalare_YWB,163.6,111,197,186,276
Corydoras_Albinos,163.6,255,482,316,528
Pterophyllum_Scalare_BB,163.7,207,188,286,280
Corydoras_Albinos,163.7,256,486,317,529
Pterophyllum_Scalare_Y,163.7,1119,511,1146,585
Pterophyllum_Scalare_YWB,163.7,106,198,179,278
Corydoras_Panda,163.7,915,499,966,556
Corydoras_Panda,163.8,915,494,958,556
Corydoras_Albinos,163.8,254,491,314,533
Pterophyllum_Scalare_YWB,163.8,101,199,171,278
Pterophyllum_Scalare_Y,163.8,1119,513,1147,587
Pterophyllum_Scalare_BB,163.8,203,190,279,280
Corydoras_Panda,163.9,914,496,955,556
Pterophyllum_Scalare_YWB,163.9,97,199,165,280
Pterophyllum_Scalare_B,163.9,814,569,869,658
Corydoras_Albinos,163.9,254,493,314,537
Pterophyllum_Scalare_BB,163.9,198,192,274,282
Pterophyllum_Scalare_Y,163.9,1119,515,1148,588
Pterophyllum_Scalare_BB,164.0,194,193,269,283
Corydoras_Albinos,164.0,252,494,313,541
Corydoras_Panda,164.0,914,496,949,555
Pterophyllum_Scalare_Y,164.0,1120,516,1148,588
Pterophyllum_Scalare_YWB,164.0,94,199,159,281
Pterophyllum_Scalare_B,164.0,812,570,872,658
Pterophyllum_Scalare_YWB,164.1,90,199,154,282
Pterophyllum_Scalare_B,164.1,810,571,869,657
Corydoras_Albinos,164.1,249,499,309,545
Pterophyllum_Scalare_Y,164.1,1120,516,1149,588
Corydoras_Panda,164.1,910,499,946,556
Pterophyllum_Scalare_BB,164.1,191,193,264,283
Corydoras_Albinos,164.2,247,504,307,548
Corydoras_Panda,164.2,900,505,951,558
Pterophyllum_Scalare_B,164.2,812,570,866,656
Pterophyllum_Scalare_YWB,164.2,89,199,151,284
Pterophyllum_Scalare_Y,164.2,1121,516,1149,588
Pterophyllum_Scalare_BB,164.2,188,193,261,284
Corydoras_Panda,164.3,898,510,946,558
Pterophyllum_Scalare_BB,164.3,186,193,259,285
Corydoras_Albinos,164.3,245,510,300,551
Pterophyllum_Scalare_Y,164.3,1121,516,1150,588
Pterophyllum_Scalare_B,164.3,812,569,868,657
Pterophyllum_Scalare_YWB,164.3,88,201,147,285
Corydoras_Panda,164.4,894,514,944,559
Corydoras_Albinos,164.4,244,512,298,554
Pterophyllum_Scalare_B,164.4,811,573,866,657
Pterophyllum_Scalare_YWB,164.4,88,202,144,286
Pterophyllum_Scalare_Y,164.4,1121,516,1150,589
Pterophyllum_Scalare_BB,164.4,184,194,257,286
Corydoras_Albinos,164.5,242,516,297,557
Corydoras_Panda,164.5,891,513,940,558
Pterophyllum_Scalare_YWB,164.5,88,203,144,287
Pterophyllum_Scalare_BB,164.5,182,194,256,287
Pterophyllum_Scalare_Y,164.5,1122,516,1150,589
Pterophyllum_Scalare_B,164.5,812,569,865,657
Pterophyllum_Scalare_BB,164.6,181,195,254,288
Pterophyllum_Scalare_Y,164.6,1122,515,1151,589
Pterophyllum_Scalare_YWB,164.6,87,204,144,287
Corydoras_Panda,164.6,889,517,933,558
Corydoras_Albinos,164.6,241,523,294,562
Corydoras_Albinos,164.7,241,523,296,564
Pterophyllum_Scalare_YWB,164.7,87,204,145,289
Corydoras_Panda,164.7,890,518,925,559
Pterophyllum_Scalare_BB,164.7,180,195,255,288
Pterophyllum_Scalare_B,164.7,812,573,866,659
Pterophyllum_Scalare_Y,164.7,1122,515,1151,589
Pterophyllum_Scalare_YWB,164.8,87,205,146,289
Pterophyllum_Scalare_B,164.8,812,570,863,659
Corydoras_Albinos,164.8,239,528,295,567
Pterophyllum_Scalare_Y,164.8,1122,516,1151,589
Corydoras_Panda,164.8,889,515,923,561
Pterophyllum_Scalare_BB,164.8,179,194,255,288
Pterophyllum_Scalare_BB,164.9,175,195,256,289
Corydoras_Albinos,164.9,237,532,292,570
Pterophyllum_Scalare_B,164.9,812,570,862,659
Corydoras_Panda,164.9,888,518,919,561
Pterophyllum_Scalare_Y,164.9,1122,516,1151,589
Pterophyllum_Scalare_YWB,164.9,87,206,146,290
Corydoras_Albinos,165.0,238,540,290,577
Pterophyllum_Scalare_Y,165.0,1123,516,1151,590
Pterophyllum_Scalare_BB,165.0,184,196,257,289
Pterophyllum_Scalare_B,165.0,811,568,856,657
Corydoras_Panda,165.0,879,524,924,570
G_Matriarche,165.0,871,38,944,88
Pterophyllum_Scalare_Y,165.0,437,372,474,419
Pterophyllum_Scalare_YWB,165.0,86,207,146,291
G_Matriarche,165.1,866,35,945,89
Pterophyllum_Scalare_B,165.1,811,568,854,654
Pterophyllum_Scalare_BB,165.1,185,196,258,289
Corydoras_Panda,165.1,877,527,922,571
Pterophyllum_Scalare_YWB,165.1,87,208,146,291
Corydoras_Albinos,165.1,236,546,290,582
Pterophyllum_Scalare_Y,165.1,1123,517,1151,590
Pterophyllum_Scalare_BB,165.2,184,196,258,289
Pterophyllum_Scalare_B,165.2,811,569,852,655
Corydoras_Albinos,165.2,233,551,289,588
Corydoras_Panda,165.2,877,527,921,571
Pterophyllum_Scalare_Y,165.2,1123,517,1151,590
Pterophyllum_Scalare_YWB,165.2,87,208,146,291
Pterophyllum_Scalare_Y,165.3,1123,517,1151,590
Corydoras_Albinos,165.3,233,561,284,593
Pterophyllum_Scalare_BB,165.3,182,197,258,289
Botia_Almorhae,165.3,396,382,435,456
Corydoras_Panda,165.3,875,529,917,571
Pterophyllum_Scalare_YWB,165.3,86,209,146,291
Pterophyllum_Scalare_B,165.3,811,572,849,654
Pterophyllum_Scalare_YWB,165.4,87,209,146,290
Botia_Almorhae,165.4,398,379,438,461
Pterophyllum_Scalare_BB,165.4,182,197,257,289
Pterophyllum_Scalare_B,165.4,811,572,847,654
Pterophyllum_Scalare_Y,165.4,1123,518,1151,590
Corydoras_Panda,165.4,873,529,914,571
Corydoras_Albinos,165.4,232,570,280,599
G_Matriarche,165.5,864,35,938,89
Pterophyllum_Scalare_YWB,165.5,87,209,146,291
Botia_Almorhae,165.5,386,393,434,455
Corydoras_Panda,165.5,863,533,914,575
Pterophyllum_Scalare_B,165.5,811,569,848,652
Pterophyllum_Scalare_BB,165.5,181,198,258,289
G_Matriarche,165.5,148,212,174,247
Pterophyllum_Scalare_Y,165.5,1123,518,1151,589
Corydoras_Albinos,165.5,230,574,280,605
Corydoras_Panda,165.6,859,535,910,573
Pterophyllum_Scalare_Y,165.6,1123,518,1150,589
Botia_Striata,165.6,442,360,491,415
Pterophyllum_Scalare_B,165.6,811,567,847,651
Pterophyllum_Scalare_BB,165.6,181,198,257,290
Pterophyllum_Scalare_YWB,165.6,88,209,148,289
Corydoras_Albinos,165.6,231,580,280,609
Pterophyllum_Scalare_B,165.7,812,566,845,650
Pterophyllum_Scalare_YWB,165.7,89,208,150,288
Pterophyllum_Scalare_Y,165.7,1123,518,1150,589
Corydoras_Albinos,165.7,232,585,276,613
Corydoras_Panda,165.7,854,537,907,574
G_Matriarche,165.7,860,35,935,87
Pterophyllum_Scalare_BB,165.7,179,199,257,290
Pterophyllum_Scalare_Y,165.8,1123,520,1150,588
Pterophyllum_Scalare_B,165.8,813,566,846,649
Pterophyllum_Scalare_BB,165.8,178,200,256,290
Pterophyllum_Scalare_YWB,165.8,90,208,153,287
Corydoras_Albinos,165.8,233,589,273,616
G_Matriarche,165.8,859,34,934,86
G_Matriarche,165.9,856,34,931,90
Pterophyllum_Scalare_YWB,165.9,92,209,157,289
Pterophyllum_Scalare_BB,165.9,176,201,256,290
Pterophyllum_Scalare_Y,165.9,1123,521,1150,588
Corydoras_Panda,165.9,847,544,887,575
Pterophyllum_Scalare_B,165.9,814,565,845,648
Corydoras_Albinos,165.9,232,591,278,620
Pterophyllum_Scalare_BB,166.0,175,200,256,290
Corydoras_Panda,166.0,842,553,880,575
Pterophyllum_Scalare_Y,166.0,1122,521,1150,588
Corydoras_Albinos,166.0,232,594,274,620
Pterophyllum_Scalare_YWB,166.0,93,208,159,288
Pterophyllum_Scalare_BB,166.1,175,201,256,291
Pterophyllum_Scalare_Y,166.1,1122,522,1150,587
Corydoras_Panda,166.1,834,552,879,576
Corydoras_Albinos,166.1,232,593,277,619
Pterophyllum_Scalare_YWB,166.1,95,209,161,288
Corydoras_Albinos,166.2,231,591,278,620
Pterophyllum_Scalare_Y,166.2,1122,522,1149,587
Pterophyllum_Scalare_BB,166.2,174,202,256,289
G_Matriarche,166.2,845,37,927,87
Botia_Striata,166.2,493,345,529,398
Corydoras_Panda,166.2,829,553,875,574
Pterophyllum_Scalare_YWB,166.2,97,209,163,287
Pterophyllum_Scalare_BB,166.3,174,203,256,290
Corydoras_Panda,166.3,823,552,867,572
G_Matriarche,166.3,841,36,924,85
Pterophyllum_Scalare_W,166.3,856,529,881,555
Pterophyllum_Scalare_YWB,166.3,97,208,162,287
Pterophyllum_Scalare_Y,166.3,1122,522,1149,587
Corydoras_Albinos,166.3,230,589,278,621
Corydoras_Panda,166.4,821,551,865,571
Pterophyllum_Scalare_Y,166.4,1122,522,1149,587
G_Matriarche,166.4,839,40,921,84
Pterophyllum_Scalare_BB,166.4,174,203,256,284
Pterophyllum_Scalare_YWB,166.4,97,206,161,287
Corydoras_Albinos,166.4,229,586,278,621
Pterophyllum_Scalare_Y,166.5,1123,522,1148,588
Pterophyllum_Scalare_YWB,166.5,97,205,161,286
Pterophyllum_Scalare_BB,166.5,173,204,258,286
G_Matriarche,166.5,835,41,916,82
Corydoras_Albinos,166.5,229,584,272,620
Corydoras_Albinos,166.6,228,580,274,620
Pterophyllum_Scalare_BB,166.6,174,204,260,286
G_Matriarche,166.6,830,42,912,82
Pterophyllum_Scalare_Y,166.6,1123,521,1148,588
Pterophyllum_Scalare_YWB,166.6,97,203,159,285
G_Matriarche,166.7,824,44,909,82
Pterophyllum_Scalare_BB,166.7,174,205,261,285
Corydoras_Albinos,166.7,228,583,267,621
Pterophyllum_Scalare_Y,166.7,1124,521,1148,588
Pterophyllum_Scalare_YWB,166.7,96,201,156,284
G_Matriarche,166.8,823,47,905,83
Pterophyllum_Scalare_Y,166.8,1125,522,1148,589
Corydoras_Albinos,166.8,717,630,764,658
Pterophyllum_Scalare_W,166.8,854,527,881,554
Pterophyllum_Scalare_YWB,166.8,96,199,155,280
Corydoras_Albinos,166.8,227,582,263,621
Pterophyllum_Scalare_BB,166.8,174,205,262,288
Corydoras_Albinos,166.9,715,630,765,659
Pterophyllum_Scalare_Y,166.9,1126,523,1148,590
Corydoras_Albinos,166.9,227,578,267,621
Pterophyllum_Scalare_BB,166.9,175,205,262,292
Pterophyllum_Scalare_YWB,166.9,95,197,153,277
Pterophyllum_Scalare_W,166.9,854,527,880,553
G_Matriarche,166.9,816,49,901,86
Corydoras_Albinos,167.0,716,630,765,659
G_Matriarche,167.0,805,51,895,88
Pterophyllum_Scalare_BB,167.0,176,207,263,295
Pterophyllum_Scalare_YWB,167.0,94,194,150,272
Pterophyllum_Scalare_Y,167.0,1127,525,1147,592
Pterophyllum_Scalare_W,167.0,853,526,881,554
Corydoras_Albinos,167.0,227,579,267,621
Pterophyllum_Scalare_YWB,167.1,95,190,149,269
Corydoras_Albinos,167.1,229,581,271,621
Corydoras_Albinos,167.1,716,630,764,658
Pterophyllum_Scalare_Y,167.1,1128,529,1148,594
Pterophyllum_Scalare_W,167.1,852,526,880,553
Pterophyllum_Scalare_BB,167.1,176,208,265,298
G_Matriarche,167.1,802,53,891,90
Pterophyllum_Scalare_W,167.2,852,525,880,553
Pterophyllum_Scalare_Y,167.2,1128,531,1149,596
G_Matriarche,167.2,795,55,882,92
Corydoras_Albinos,167.2,230,582,274,621
Pterophyllum_Scalare_BB,167.2,176,209,266,299
Corydoras_Albinos,167.2,716,630,764,659
Pterophyllum_Scalare_YWB,167.2,95,188,148,265
Pterophyllum_Scalare_Y,167.3,1127,533,1149,600
Corydoras_Albinos,167.3,228,586,278,622
G_Matriarche,167.3,793,56,873,93
Pterophyllum_Scalare_YWB,167.3,95,184,148,262
Pterophyllum_Scalare_W,167.3,851,525,880,552
Corydoras_Albinos,167.3,716,630,764,658
Pterophyllum_Scalare_BB,167.3,174,210,266,299
G_Matriarche,167.4,789,57,869,95
Pterophyllum_Scalare_BB,167.4,173,209,264,299
Pterophyllum_Scalare_Y,167.4,1127,536,1150,602
Corydoras_Albinos,167.4,716,629,765,659
Pterophyllum_Scalare_YWB,167.4,95,181,148,260
Corydoras_Albinos,167.4,226,588,276,623
Pterophyllum_Scalare_W,167.4,850,525,879,551
Pterophyllum_Scalare_BB,167.5,172,208,261,299
Pterophyllum_Scalare_YWB,167.5,95,179,148,257
G_Matriarche,167.5,783,59,863,95
Pterophyllum_Scalare_B,167.5,818,584,853,654
Pterophyllum_Scalare_W,167.5,850,525,878,551
Corydoras_Albinos,167.5,224,589,275,622
Corydoras_Albinos,167.5,716,629,764,658
Corydoras_Panda,167.5,819,552,859,570
Pterophyllum_Scalare_Y,167.5,1126,537,1150,601
Pterophyllum_Scalare_W,167.6,847,524,878,551
Corydoras_Albinos,167.6,223,588,272,621
Corydoras_Albinos,167.6,716,630,765,658
Pterophyllum_Scalare_B,167.6,817,583,854,651
G_Matriarche,167.6,776,61,857,96
Pterophyllum_Scalare_YWB,167.6,95,177,146,256
Pterophyllum_Scalare_BB,167.6,170,207,258,300
Pterophyllum_Scalare_Y,167.6,1125,535,1150,603
Pterophyllum_Scalare_Y,167.7,1124,535,1150,605
G_Matriarche,167.7,765,63,847,101
Pterophyllum_Scalare_W,167.7,845,523,879,549
Corydoras_Albinos,167.7,717,628,764,658
Pterophyllum_Scalare_BB,167.7,169,207,256,299
Pterophyllum_Scalare_YWB,167.7,94,174,144,254
Corydoras_Albinos,167.7,223,586,275,622
Pterophyllum_Scalare_B,167.7,818,582,855,650
Pterophyllum_Scalare_B,167.8,818,583,855,650
Corydoras_Albinos,167.8,222,585,267,620
G_Matriarche,167.8,752,60,842,115
Corydoras_Panda,167.8,828,546,867,574
Pterophyllum_Scalare_YWB,167.8,93,172,142,253
Pterophyllum_Scalare_Y,167.8,1124,535,1151,605
Pterophyllum_Scalare_BB,167.8,167,206,253,297
Pterophyllum_Scalare_YWB,167.9,93,170,142,250
Pterophyllum_Scalare_Y,167.9,1124,533,1151,605
G_Matriarche,167.9,747,68,826,120
Pterophyllum_Scalare_B,167.9,817,585,855,651
Corydoras_Albinos,167.9,221,580,269,618
Pterophyllum_Scalare_BB,167.9,165,205,250,295
Pterophyllum_Scalare_BB,168.0,163,204,239,292
Pterophyllum_Scalare_Y,168.0,1124,531,1150,604
G_Matriarche,168.0,735,76,814,127
Pterophyllum_Scalare_B,168.0,816,583,855,650
Pterophyllum_Scalare_YWB,168.0,94,167,141,247
Corydoras_Albinos,168.0,220,579,259,618
Pterophyllum_Scalare_BB,168.1,161,204,237,292
Pterophyllum_Scalare_W,168.1,829,516,881,570
G_Matriarche,168.1,729,83,809,131
Corydoras_Albinos,168.1,221,580,258,617
Pterophyllum_Scalare_Y,168.1,1124,532,1151,604
Pterophyllum_Scalare_YWB,168.1,94,167,140,246
Pterophyllum_Scalare_B,168.1,817,582,856,650
Pterophyllum_Scalare_YWB,168.2,94,167,138,242
Pterophyllum_Scalare_Y,168.2,1124,531,1151,604
Pterophyllum_Scalare_B,168.2,817,583,855,652
Corydoras_Albinos,168.2,220,580,256,618
G_Matriarche,168.2,722,89,805,135
Pterophyllum_Scalare_W,168.2,828,516,880,571
Pterophyllum_Scalare_BB,168.2,159,202,235,289
Pterophyllum_Scalare_Y,168.3,1124,531,1151,604
Pterophyllum_Scalare_BB,168.3,157,200,234,286
Pterophyllum_Scalare_W,168.3,826,515,879,567
Pterophyllum_Scalare_YWB,168.3,94,167,137,242
Corydoras_Albinos,168.3,219,575,259,618
Pterophyllum_Scalare_B,168.3,818,583,856,650
G_Matriarche,168.3,717,94,805,139
G_Matriarche,168.4,713,99,804,144
Pterophyllum_Scalare_YWB,168.4,94,166,137,241
Pterophyllum_Scalare_W,168.4,830,514,880,563
Corydoras_Albinos,168.4,219,574,261,617
Pterophyllum_Scalare_Y,168.4,1124,531,1151,604
Pterophyllum_Scalare_BB,168.4,155,198,227,283
Pterophyllum_Scalare_B,168.4,818,583,856,652
Pterophyllum_Scalare_BB,168.5,152,197,222,280
G_Matriarche,168.5,710,102,804,147
Pterophyllum_Scalare_Y,168.5,1124,531,1151,604
Pterophyllum_Scalare_YWB,168.5,94,165,136,239
Corydoras_Albinos,168.5,217,578,260,619
Pterophyllum_Scalare_W,168.5,829,514,879,555
Pterophyllum_Scalare_B,168.5,818,582,858,654
Pterophyllum_Scalare_YWB,168.6,94,163,135,238
Corydoras_Albinos,168.6,217,572,264,619
G_Matriarche,168.6,709,107,801,148
Pterophyllum_Scalare_BB,168.6,149,195,219,277
Pterophyllum_Scalare_Y,168.6,1124,531,1151,603
Pterophyllum_Scalare_B,168.6,818,582,859,655
Pterophyllum_Scalare_W,168.6,829,513,880,551
Pterophyllum_Scalare_B,168.7,817,581,861,658
Pterophyllum_Scalare_W,168.7,828,512,881,547
G_Matriarche,168.7,707,113,798,149
Pterophyllum_Scalare_BB,168.7,146,192,213,273
Pterophyllum_Scalare_Y,168.7,1123,531,1151,603
Pterophyllum_Scalare_YWB,168.7,93,161,135,237
Corydoras_Albinos,168.7,215,586,259,620
Pterophyllum_Scalare_BB,168.8,144,189,209,272
Pterophyllum_Scalare_Y,168.8,1123,533,1151,603
Corydoras_Albinos,168.8,219,578,265,618
Pterophyllum_Scalare_YWB,168.8,93,160,134,235
G_Matriarche,168.8,706,116,797,152
Pterophyllum_Scalare_W,168.8,827,511,881,547
Corydoras_Albinos,168.9,218,571,268,619
G_Matriarche,168.9,707,117,797,157
Pterophyllum_Scalare_YWB,168.9,93,161,133,234
Pterophyllum_Scalare_W,168.9,826,510,882,545
Pterophyllum_Scalare_BB,168.9,141,186,205,268
Pterophyllum_Scalare_Y,168.9,1123,533,1150,603
Pterophyllum_Scalare_B,168.9,818,582,867,661
Corydoras_Albinos,169.0,219,576,267,618
Pterophyllum_Scalare_BB,169.0,139,183,201,266
Pterophyllum_Scalare_W,169.0,825,509,882,545
Pterophyllum_Scalare_YWB,169.0,93,159,134,235
Pterophyllum_Scalare_B,169.0,819,584,869,662
Pterophyllum_Scalare_Y,169.0,1123,534,1150,604
G_Matriarche,169.0,709,119,797,160
Pterophyllum_Scalare_BB,169.1,137,180,199,264
Pterophyllum_Scalare_W,169.1,825,508,883,542
Corydoras_Albinos,169.1,218,582,268,617
Pterophyllum_Scalare_Y,169.1,1122,534,1149,603
Pterophyllum_Scalare_B,169.1,820,585,871,662
Pterophyllum_Scalare_YWB,169.1,91,158,133,234
G_Matriarche,169.1,712,118,799,162
Pterophyllum_Scalare_Y,169.2,1122,537,1148,603
Corydoras_Albinos,169.2,218,585,271,617
Botia_Striata,169.2,559,353,612,390
Pterophyllum_Scalare_B,169.2,820,595,871,661
Pterophyllum_Scalare_W,169.2,823,506,883,545
Pterophyllum_Scalare_YWB,169.2,90,158,131,235
Pterophyllum_Scalare_BB,169.2,136,177,196,261
G_Matriarche,169.2,712,116,800,163
Pterophyllum_Scalare_BB,169.3,134,175,194,258
Pterophyllum_Scalare_Y,169.3,1120,538,1148,604
G_Matriarche,169.3,711,114,804,162
Pterophyllum_Scalare_W,169.3,822,505,881,542
Pterophyllum_Scalare_B,169.3,821,595,872,662
Corydoras_Albinos,169.3,218,585,276,618
Pterophyllum_Scalare_YWB,169.3,88,158,130,237
Pterophyllum_Scalare_W,169.4,820,504,880,547
G_Matriarche,169.4,721,110,795,157
Pterophyllum_Scalare_BB,169.4,133,172,190,254
Pterophyllum_Scalare_YWB,169.4,87,158,128,237
Pterophyllum_Scalare_Y,169.4,1118,543,1148,605
Corydoras_Albinos,169.4,220,587,279,618
Pterophyllum_Scalare_B,169.4,823,594,874,663
G_Matriarche,169.5,721,105,794,157
Pterophyllum_Scalare_Y,169.5,1117,546,1146,605
Corydoras_Albinos,169.5,223,589,279,621
Pterophyllum_Scalare_BB,169.5,130,169,187,249
Pterophyllum_Scalare_W,169.5,817,502,877,544
Pterophyllum_Scalare_B,169.5,826,593,877,663
Pterophyllum_Scalare_YWB,169.5,84,159,125,239
Pterophyllum_Scalare_Y,169.6,1115,547,1147,606
Pterophyllum_Scalare_YWB,169.6,82,161,122,239
Pterophyllum_Scalare_B,169.6,829,592,879,661
Pterophyllum_Scalare_W,169.6,813,501,877,542
Corydoras_Albinos,169.6,226,587,279,622
G_Matriarche,169.6,716,101,793,158
Pterophyllum_Scalare_BB,169.6,129,164,184,245
Pterophyllum_Scalare_BB,169.7,126,161,182,241
G_Matriarche,169.7,712,93,780,147
Pterophyllum_Scalare_YWB,169.7,81,161,123,239
Corydoras_Albinos,169.7,224,589,279,622
Pterophyllum_Scalare_Y,169.7,1114,549,1146,608
Pterophyllum_Scalare_B,169.7,829,585,880,660
Pterophyllum_Scalare_BB,169.8,126,157,180,237
Pterophyllum_Scalare_Y,169.8,587,378,622,414
Pterophyllum_Scalare_B,169.8,830,582,881,659
G_Matriarche,169.8,703,86,783,148
Pterophyllum_Scalare_Y,169.8,1112,551,1144,611
Corydoras_Albinos,169.8,222,588,279,623
Pterophyllum_Scalare_YWB,169.8,79,160,123,240
Pterophyllum_Scalare_YWB,169.9,78,161,120,240
Pterophyllum_Scalare_B,169.9,832,584,881,658
G_Matriarche,169.9,699,82,778,141
Pterophyllum_Scalare_Y,169.9,1109,553,1143,613
Pterophyllum_Scalare_BB,169.9,127,152,178,230
Pterophyllum_Scalare_W,169.9,807,499,872,537
Corydoras_Albinos,169.9,221,589,278,622
G_Matriarche,170.0,703,76,771,119
Pterophyllum_Scalare_Y,170.0,1108,555,1140,615
Pterophyllum_Scalare_W,170.0,805,497,872,537
Pterophyllum_Scalare_B,170.0,832,582,881,656
Botia_Almorhae,170.0,535,312,564,365
Pterophyllum_Scalare_BB,170.0,127,147,178,226
Pterophyllum_Scalare_YWB,170.0,78,161,116,239
Corydoras_Albinos,170.0,220,590,279,623
Corydoras_Albinos,170.1,717,628,768,658
Pterophyllum_Scalare_B,170.1,834,584,882,656
Corydoras_Albinos,170.1,220,590,278,625
Pterophyllum_Scalare_Y,170.1,1105,556,1138,616
G_Matriarche,170.1,689,73,754,138
Pterophyllum_Scalare_YWB,170.1,77,160,114,240
Pterophyllum_Scalare_BB,170.1,127,142,177,222
Pterophyllum_Scalare_W,170.1,804,496,871,536
Corydoras_Albinos,170.2,717,627,767,658
Corydoras_Albinos,170.2,219,593,278,627
Pterophyllum_Scalare_Y,170.2,1103,556,1137,618
Pterophyllum_Scalare_YWB,170.2,77,160,111,242
G_Matriarche,170.2,686,77,748,114
