Class,Timestamp,x1,y1,x2,y2
Pterophyllum_Scalare_B,50.8,787,461,866,555
G_Matriarche,50.9,623,349,692,421
Pterophyllum_Scalare_B,50.9,786,461,866,555
Pterophyllum_Scalare_YWB,50.9,724,185,833,294
Pterophyllum_Scalare_Y,50.9,959,365,1028,441
Pterophyllum_Scalare_BB,50.9,454,219,518,285
Pterophyllum_Scalare_YWB,51.0,723,181,832,292
Pterophyllum_Scalare_Y,51.0,952,366,1019,444
G_Matriarche,51.0,632,354,694,424
Pterophyllum_Scalare_BB,51.0,448,216,511,281
Pterophyllum_Scalare_B,51.0,787,460,866,555
Pterophyllum_Scalare_YWB,51.1,723,178,831,288
Pterophyllum_Scalare_Y,51.1,945,369,1009,446
Pterophyllum_Scalare_BB,51.1,443,213,505,280
G_Matriarche,51.1,643,359,700,430
Pterophyllum_Scalare_B,51.1,787,461,866,555
Pterophyllum_Scalare_Y,51.2,938,372,1001,448
G_Matriarche,51.2,651,358,706,433
Pterophyllum_Scalare_YWB,51.2,723,175,832,286
Pterophyllum_Scalare_BB,51.2,439,209,502,278
Pterophyllum_Scalare_B,51.2,787,460,866,555
G_Matriarche,51.3,476,270,515,303
Pterophyllum_Scalare_YWB,51.3,723,172,832,286
G_Matriarche,51.3,661,365,706,403
Pterophyllum_Scalare_BB,51.3,436,205,501,277
Pterophyllum_Scalare_B,51.3,787,460,865,555
Pterophyllum_Scalare_Y,51.3,930,374,995,451
Pterophyllum_Scalare_Y,51.4,925,376,992,452
Pterophyllum_Scalare_B,51.4,787,460,865,555
Pterophyllum_Scalare_BB,51.4,436,203,501,276
Pterophyllum_Scalare_YWB,51.4,724,171,833,286
G_Matriarche,51.4,675,366,711,440
Pterophyllum_Scalare_BB,51.5,435,201,500,277
Pterophyllum_Scalare_B,51.5,787,460,865,555
G_Matriarche,51.5,688,366,717,440
Pterophyllum_Scalare_YWB,51.5,724,171,833,285
Pterophyllum_Scalare_Y,51.5,918,380,988,455
Pterophyllum_Scalare_YWB,51.6,725,169,834,284
Pterophyllum_Scalare_Y,51.6,913,384,978,458
Pterophyllum_Scalare_B,51.6,787,461,865,555
Pterophyllum_Scalare_BB,51.6,434,200,500,277
G_Matriarche,51.6,694,367,720,445
Pterophyllum_Scalare_Y,51.7,909,385,970,461
Pterophyllum_Scalare_YWB,51.7,725,168,834,283
Pterophyllum_Scalare_BB,51.7,434,199,501,278
Pterophyllum_Scalare_B,51.7,787,461,865,554
G_Matriarche,51.7,698,369,726,447
Pterophyllum_Scalare_YWB,51.8,725,167,834,283
Pterophyllum_Scalare_Y,51.8,898,390,960,465
G_Matriarche,51.8,702,374,733,448
Pterophyllum_Scalare_BB,51.8,434,200,501,278
Pterophyllum_Scalare_B,51.8,786,463,864,555
Pterophyllum_Scalare_Y,51.9,891,393,953,468
Pterophyllum_Scalare_YWB,51.9,725,167,835,282
G_Matriarche,51.9,705,375,736,449
Pterophyllum_Scalare_B,51.9,787,464,864,558
Pterophyllum_Scalare_BB,51.9,434,199,501,278
Pterophyllum_Scalare_B,52.0,504,526,563,573
Pterophyllum_Scalare_BB,52.0,433,199,501,277
Pterophyllum_Scalare_YWB,52.0,726,166,834,282
Pterophyllum_Scalare_B,52.0,791,466,862,563
Pterophyllum_Scalare_Y,52.0,883,399,948,472
G_Matriarche,52.0,710,376,740,450
Pterophyllum_Scalare_B,52.1,807,473,865,562
Pterophyllum_Scalare_BB,52.1,433,200,502,278
Pterophyllum_Scalare_Y,52.1,876,400,937,475
Pterophyllum_Scalare_YWB,52.1,726,165,835,281
Pterophyllum_Scalare_B,52.2,819,475,870,559
Pterophyllum_Scalare_BB,52.2,433,199,502,277
Pterophyllum_Scalare_YWB,52.2,727,165,836,281
Pterophyllum_Scalare_Y,52.2,869,402,928,480
Pterophyllum_Scalare_B,52.3,825,475,882,566
G_Matriarche,52.3,717,381,748,452
Pterophyllum_Scalare_Y,52.3,863,401,924,480
Botia_Striata,52.3,506,518,555,568
Pterophyllum_Scalare_BB,52.3,431,198,502,276
Pterophyllum_Scalare_YWB,52.3,727,164,839,281
Pterophyllum_Scalare_Y,52.4,722,381,751,451
Pterophyllum_Scalare_BB,52.4,430,198,502,275
Pterophyllum_Scalare_B,52.4,831,483,890,568
Pterophyllum_Scalare_YWB,52.4,728,164,839,281
Pterophyllum_Scalare_Y,52.4,857,403,914,480
Botia_Striata,52.4,503,515,554,565
Pterophyllum_Scalare_YWB,52.5,728,163,839,281
Pterophyllum_Scalare_B,52.5,839,494,903,574
Pterophyllum_Scalare_BB,52.5,428,197,500,273
Pterophyllum_Scalare_Y,52.5,852,402,906,482
Pterophyllum_Scalare_Y,52.6,845,404,901,482
Pterophyllum_Scalare_B,52.6,850,490,914,576
G_Matriarche,52.6,727,383,759,452
Pterophyllum_Scalare_YWB,52.6,729,163,841,281
Pterophyllum_Scalare_BB,52.6,425,196,498,271
Pterophyllum_Scalare_BB,52.7,423,195,497,268
Pterophyllum_Scalare_Y,52.7,838,404,896,482
Pterophyllum_Scalare_YWB,52.7,730,163,844,281
Pterophyllum_Scalare_B,52.7,858,491,924,579
G_Matriarche,52.8,733,385,764,452
Pterophyllum_Scalare_YWB,52.8,731,162,842,280
Pterophyllum_Scalare_BB,52.8,420,195,495,266
Pterophyllum_Scalare_Y,52.8,832,405,889,484
Pterophyllum_Scalare_B,52.8,865,492,945,599
Pterophyllum_Scalare_YWB,52.9,730,163,842,280
Pterophyllum_Scalare_B,52.9,876,494,945,601
Pterophyllum_Scalare_Y,52.9,828,404,885,483
Pterophyllum_Scalare_BB,52.9,419,194,491,263
Pterophyllum_Scalare_Y,53.0,828,402,883,482
Pterophyllum_Scalare_B,53.0,881,498,954,599
Pterophyllum_Scalare_YWB,53.0,731,163,842,281
G_Matriarche,53.0,738,392,771,453
Pterophyllum_Scalare_BB,53.0,417,193,487,259
Pterophyllum_Scalare_B,53.1,885,498,956,599
Pterophyllum_Scalare_Y,53.1,828,398,880,479
Pterophyllum_Scalare_YWB,53.1,731,162,843,280
Pterophyllum_Scalare_BB,53.1,415,191,484,254
G_Matriarche,53.1,739,395,775,453
Pterophyllum_Scalare_Y,53.2,828,396,875,478
Pterophyllum_Scalare_YWB,53.2,732,161,844,280
G_Matriarche,53.2,743,397,778,454
Pterophyllum_Scalare_BB,53.2,412,188,479,253
Pterophyllum_Scalare_B,53.2,896,501,965,598
Pterophyllum_Scalare_Y,53.3,827,394,873,477
Pterophyllum_Scalare_BB,53.3,408,186,474,252
Pterophyllum_Scalare_YWB,53.3,732,160,844,280
G_Matriarche,53.3,746,398,781,454
Pterophyllum_Scalare_BB,53.4,405,185,467,250
Pterophyllum_Scalare_Y,53.4,826,391,871,474
Pterophyllum_Scalare_YWB,53.4,732,159,844,280
Pterophyllum_Scalare_B,53.4,903,509,982,603
Pterophyllum_Scalare_BB,53.5,402,184,460,248
Pterophyllum_Scalare_Y,53.5,826,388,867,470
Pterophyllum_Scalare_YWB,53.5,732,159,842,279
G_Matriarche,53.6,751,404,789,455
Pterophyllum_Scalare_YWB,53.6,732,159,843,277
Pterophyllum_Scalare_BB,53.6,398,182,453,247
Pterophyllum_Scalare_Y,53.6,826,387,860,466
Pterophyllum_Scalare_Y,53.7,825,386,854,465
Pterophyllum_Scalare_YWB,53.7,731,158,840,277
Pterophyllum_Scalare_BB,53.7,394,179,449,245
G_Matriarche,53.7,753,405,791,456
Pterophyllum_Scalare_YWB,53.8,730,158,839,276
Pterophyllum_Scalare_Y,53.8,824,387,851,465
Pterophyllum_Scalare_BB,53.8,391,178,448,244
G_Matriarche,53.8,756,406,794,457
Pterophyllum_Scalare_YWB,53.9,728,158,835,275
G_Matriarche,53.9,757,406,797,458
Pterophyllum_Scalare_BB,53.9,388,175,446,240
Pterophyllum_Scalare_Y,53.9,822,387,847,461
G_Matriarche,54.0,759,410,798,463
Pterophyllum_Scalare_Y,54.0,820,385,845,459
Pterophyllum_Scalare_BB,54.0,385,173,444,237
Pterophyllum_Scalare_YWB,54.0,726,158,835,275
Pterophyllum_Scalare_YWB,54.1,725,157,835,275
Pterophyllum_Scalare_Y,54.1,817,386,844,460
Pterophyllum_Scalare_BB,54.1,384,170,438,233
G_Matriarche,54.1,764,414,802,464
Pterophyllum_Scalare_YWB,54.2,724,157,834,275
Pterophyllum_Scalare_Y,54.2,815,388,845,461
Pterophyllum_Scalare_BB,54.2,383,168,433,231
G_Matriarche,54.2,764,415,801,468
Pterophyllum_Scalare_BB,54.3,380,164,428,227
Pterophyllum_Scalare_Y,54.3,814,389,845,461
Pterophyllum_Scalare_YWB,54.3,722,158,832,276
G_Matriarche,54.3,765,416,797,471
G_Matriarche,54.4,767,422,797,474
Pterophyllum_Scalare_Y,54.4,813,390,846,460
Pterophyllum_Scalare_YWB,54.4,721,159,829,277
Pterophyllum_Scalare_BB,54.4,379,161,424,225
Pterophyllum_Scalare_BB,54.5,377,158,420,222
G_Matriarche,54.5,769,423,800,486
Pterophyllum_Scalare_B,54.5,981,519,1043,612
Pterophyllum_Scalare_YWB,54.5,717,160,825,279
Pterophyllum_Scalare_Y,54.5,811,392,848,461
Pterophyllum_Scalare_BB,54.6,376,156,419,220
Pterophyllum_Scalare_YWB,54.6,714,160,822,280
Pterophyllum_Scalare_B,54.6,984,523,1044,617
Pterophyllum_Scalare_Y,54.6,809,392,849,461
Pterophyllum_Scalare_Y,54.7,808,392,851,463
Pterophyllum_Scalare_YWB,54.7,712,162,820,283
Pterophyllum_Scalare_B,54.7,986,525,1047,619
Pterophyllum_Scalare_BB,54.7,375,152,417,218
Pterophyllum_Scalare_B,54.8,989,530,1049,620
Pterophyllum_Scalare_BB,54.8,374,148,415,215
Pterophyllum_Scalare_YWB,54.8,712,163,820,284
Pterophyllum_Scalare_Y,54.8,806,392,852,464
Pterophyllum_Scalare_BB,54.9,374,145,414,213
Pterophyllum_Scalare_Y,54.9,771,439,811,502
Pterophyllum_Scalare_YWB,54.9,712,163,817,285
Pterophyllum_Scalare_B,54.9,990,534,1051,619
Pterophyllum_Scalare_Y,54.9,806,390,853,465
Pterophyllum_Scalare_Y,55.0,805,389,854,465
Pterophyllum_Scalare_B,55.0,993,531,1054,623
Pterophyllum_Scalare_YWB,55.0,713,162,819,287
Pterophyllum_Scalare_BB,55.0,372,142,413,209
Pterophyllum_Scalare_BB,55.1,371,137,413,207
Pterophyllum_Scalare_Y,55.1,805,387,855,465
Corydoras_Panda,55.1,512,541,551,579
Pterophyllum_Scalare_YWB,55.1,715,164,820,289
Pterophyllum_Scalare_B,55.1,996,534,1055,624
Pterophyllum_Scalare_BB,55.2,369,136,413,204
Pterophyllum_Scalare_Y,55.2,804,386,856,465
Pterophyllum_Scalare_YWB,55.2,715,165,819,290
Pterophyllum_Scalare_Y,55.3,804,385,857,465
G_Matriarche,55.3,781,448,810,506
Pterophyllum_Scalare_YWB,55.3,716,167,820,291
Pterophyllum_Scalare_BB,55.3,367,133,411,201
Pterophyllum_Scalare_Y,55.4,804,385,859,465
Pterophyllum_Scalare_YWB,55.4,716,168,819,293
Pterophyllum_Scalare_BB,55.4,367,130,409,200
G_Matriarche,55.4,780,453,813,508
Pterophyllum_Scalare_YWB,55.5,717,168,821,294
Pterophyllum_Scalare_Y,55.5,803,384,862,464
Pterophyllum_Scalare_BB,55.5,366,128,408,199
Pterophyllum_Scalare_BB,55.6,364,126,408,197
Pterophyllum_Scalare_Y,55.6,804,385,865,464
Pterophyllum_Scalare_B,55.6,1011,537,1059,630
Pterophyllum_Scalare_YWB,55.6,719,169,824,296
Pterophyllum_Scalare_YWB,55.7,721,173,824,298
Pterophyllum_Scalare_Y,55.7,805,384,867,465
Pterophyllum_Scalare_W,55.7,759,472,797,509
Pterophyllum_Scalare_BB,55.7,360,126,406,196
Pterophyllum_Scalare_YWB,55.8,723,176,827,298
Corydoras_Panda,55.8,1010,534,1041,581
Pterophyllum_Scalare_W,55.8,781,471,823,519
Pterophyllum_Scalare_BB,55.8,358,124,404,195
Pterophyllum_Scalare_Y,55.8,805,384,869,464
G_Matriarche,55.9,779,481,831,520
Pterophyllum_Scalare_YWB,55.9,724,177,825,302
Pterophyllum_Scalare_BB,55.9,357,121,403,194
Pterophyllum_Scalare_Y,55.9,806,384,871,465
Pterophyllum_Scalare_B,56.0,1017,543,1057,627
Pterophyllum_Scalare_W,56.0,759,474,796,504
G_Matriarche,56.0,775,485,838,523
Pterophyllum_Scalare_BB,56.0,354,119,400,193
Pterophyllum_Scalare_Y,56.0,807,385,873,465
Pterophyllum_Scalare_YWB,56.0,724,185,826,304
Pterophyllum_Scalare_W,56.1,759,475,799,505
Pterophyllum_Scalare_Y,56.1,809,385,875,465
Pterophyllum_Scalare_BB,56.1,352,119,398,192
Pterophyllum_Scalare_YWB,56.1,725,188,826,307
G_Matriarche,56.1,772,489,843,526
G_Matriarche,56.2,770,494,845,528
Pterophyllum_Scalare_W,56.2,759,475,802,507
Pterophyllum_Scalare_Y,56.2,809,385,876,465
Pterophyllum_Scalare_BB,56.2,346,119,393,193
Pterophyllum_Scalare_YWB,56.2,728,189,829,310
Pterophyllum_Scalare_BB,56.3,343,116,392,193
Pterophyllum_Scalare_Y,56.3,810,385,879,465
Pterophyllum_Scalare_W,56.3,758,475,801,507
G_Matriarche,56.3,768,499,844,531
Pterophyllum_Scalare_YWB,56.3,730,193,831,313
Pterophyllum_Scalare_BB,56.4,341,114,389,193
G_Matriarche,56.4,766,500,848,533
Pterophyllum_Scalare_YWB,56.4,733,193,834,315
Pterophyllum_Scalare_W,56.4,758,475,801,508
Pterophyllum_Scalare_Y,56.4,811,385,880,465
Pterophyllum_Scalare_W,56.5,758,475,799,509
G_Matriarche,56.5,764,502,848,535
Pterophyllum_Scalare_Y,56.5,813,384,882,466
Pterophyllum_Scalare_YWB,56.5,734,194,835,317
Pterophyllum_Scalare_BB,56.5,339,113,384,192
Pterophyllum_Scalare_YWB,56.6,735,195,833,321
Pterophyllum_Scalare_Y,56.6,814,385,884,466
G_Matriarche,56.6,764,503,848,536
Pterophyllum_Scalare_BB,56.6,335,111,384,193
Pterophyllum_Scalare_W,56.6,758,475,802,508
Pterophyllum_Scalare_Y,56.7,815,386,886,466
Pterophyllum_Scalare_BB,56.7,331,111,384,192
Pterophyllum_Scalare_W,56.7,759,476,801,509
Pterophyllum_Scalare_YWB,56.7,740,196,832,326
G_Matriarche,56.7,764,504,849,536
Pterophyllum_Scalare_W,56.8,757,476,801,509
Pterophyllum_Scalare_YWB,56.8,744,199,830,330
Pterophyllum_Scalare_BB,56.8,326,110,385,191
Pterophyllum_Scalare_Y,56.8,816,385,886,467
G_Matriarche,56.8,763,504,849,536
Pterophyllum_Scalare_YWB,56.9,746,202,828,334
G_Matriarche,56.9,761,503,846,537
Pterophyllum_Scalare_BB,56.9,322,110,387,189
Pterophyllum_Scalare_Y,56.9,818,385,888,467
Pterophyllum_Scalare_W,56.9,756,476,801,509
Pterophyllum_Scalare_W,57.0,758,476,802,510
Pterophyllum_Scalare_Y,57.0,820,384,889,467
G_Matriarche,57.0,762,504,845,537
Pterophyllum_Scalare_BB,57.0,320,110,389,188
Pterophyllum_Scalare_YWB,57.0,747,206,827,339
Pterophyllum_Scalare_BB,57.1,317,110,391,188
Pterophyllum_Scalare_W,57.1,759,476,800,509
Pterophyllum_Scalare_YWB,57.1,748,211,825,342
G_Matriarche,57.1,761,505,846,537
Pterophyllum_Scalare_Y,57.1,820,385,891,467
Pterophyllum_Scalare_BB,57.2,317,109,392,187
Pterophyllum_Scalare_Y,57.2,821,385,892,467
G_Matriarche,57.2,761,504,845,538
Pterophyllum_Scalare_YWB,57.2,753,216,819,346
Pterophyllum_Scalare_W,57.2,760,476,801,509
Pterophyllum_Scalare_Y,57.3,824,385,896,470
G_Matriarche,57.3,761,505,843,539
Pterophyllum_Scalare_BB,57.3,317,107,395,186
Pterophyllum_Scalare_Y,57.4,827,386,904,474
Pterophyllum_Scalare_B,57.4,951,562,1022,654
Pterophyllum_Scalare_BB,57.4,317,105,398,185
G_Matriarche,57.4,761,505,844,539
Pterophyllum_Scalare_Y,57.5,831,387,910,474
Pterophyllum_Scalare_BB,57.5,319,105,400,184
G_Matriarche,57.5,761,506,843,540
Pterophyllum_Scalare_BB,57.5,765,244,802,372
Pterophyllum_Scalare_BB,57.5,765,283,802,371
Pterophyllum_Scalare_BB,57.6,320,104,403,183
Pterophyllum_Scalare_YWB,57.6,768,246,806,380
G_Matriarche,57.6,762,507,842,540
Pterophyllum_Scalare_Y,57.6,836,388,913,475
G_Matriarche,57.7,763,508,842,541
Pterophyllum_Scalare_BB,57.7,321,102,406,182
Pterophyllum_Scalare_Y,57.7,839,390,919,475
Pterophyllum_Scalare_Y,57.8,845,394,928,476
Pterophyllum_Scalare_YWB,57.8,775,300,818,391
Pterophyllum_Scalare_BB,57.8,323,103,410,180
G_Matriarche,57.8,763,509,843,542
Pterophyllum_Scalare_Y,57.9,851,393,933,476
Pterophyllum_Scalare_YWB,57.9,785,314,824,400
G_Matriarche,57.9,764,510,843,543
Pterophyllum_Scalare_BB,57.9,325,101,414,178
Pterophyllum_Scalare_YWB,58.0,793,331,834,410
Pterophyllum_Scalare_BB,58.0,332,100,422,177
G_Matriarche,58.0,764,512,846,544
Pterophyllum_Scalare_Y,58.0,870,400,946,475
Pterophyllum_Scalare_BB,58.1,338,99,429,177
Pterophyllum_Scalare_Y,58.1,884,403,959,479
Pterophyllum_Scalare_YWB,58.1,802,346,850,421
G_Matriarche,58.1,763,512,845,546
Pterophyllum_Scalare_YWB,58.2,819,356,864,439
Pterophyllum_Scalare_Y,58.2,906,404,977,477
Pterophyllum_Scalare_BB,58.2,342,98,434,176
G_Matriarche,58.2,764,514,844,548
Pterophyllum_Scalare_Y,58.3,925,406,994,476
Pterophyllum_Scalare_W,58.3,788,478,822,515
G_Matriarche,58.3,764,516,847,549
Pterophyllum_Scalare_BB,58.3,351,98,444,176
Pterophyllum_Scalare_YWB,58.3,831,373,875,454
Pterophyllum_Scalare_YWB,58.4,845,386,888,469
G_Matriarche,58.4,763,518,845,551
Pterophyllum_Scalare_W,58.4,790,479,825,515
Pterophyllum_Scalare_Y,58.4,940,402,1016,474
Pterophyllum_Scalare_BB,58.4,360,98,453,176
Pterophyllum_Scalare_BB,58.5,368,97,460,175
G_Matriarche,58.5,763,520,844,553
Pterophyllum_Scalare_YWB,58.5,855,402,894,485
Corydoras_Albinos,58.5,717,632,759,659
Pterophyllum_Scalare_Y,58.5,957,399,1036,470
Pterophyllum_Scalare_W,58.5,790,479,827,515
Pterophyllum_Scalare_W,58.6,791,479,830,516
Pterophyllum_Scalare_Y,58.6,975,399,1057,467
Pterophyllum_Scalare_YWB,58.6,853,406,896,493
G_Matriarche,58.6,763,521,846,555
Pterophyllum_Scalare_BB,58.6,378,97,470,173
Pterophyllum_Scalare_Y,58.7,994,397,1074,468
Pterophyllum_Scalare_BB,58.7,389,97,478,171
Pterophyllum_Scalare_YWB,58.7,843,404,901,500
Pterophyllum_Scalare_W,58.7,793,480,833,516
G_Matriarche,58.7,761,524,844,558
Pterophyllum_Scalare_Y,58.8,1009,396,1088,467
G_Matriarche,58.8,760,527,843,559
Pterophyllum_Scalare_YWB,58.8,837,405,908,504
Pterophyllum_Scalare_W,58.8,796,480,834,518
Pterophyllum_Scalare_BB,58.8,397,96,486,170
Pterophyllum_Scalare_YWB,58.9,834,405,906,505
Pterophyllum_Scalare_BB,58.9,404,95,493,170
Pterophyllum_Scalare_W,58.9,800,481,836,519
Pterophyllum_Scalare_Y,58.9,1023,395,1098,467
G_Matriarche,58.9,760,528,847,561
Pterophyllum_Scalare_BB,59.0,411,93,499,169
Pterophyllum_Scalare_Y,59.0,1034,394,1106,469
Pterophyllum_Scalare_YWB,59.0,832,405,904,504
G_Matriarche,59.0,760,530,849,563
Pterophyllum_Scalare_W,59.0,803,482,838,520
Pterophyllum_Scalare_Y,59.1,1041,393,1113,469
Pterophyllum_Scalare_YWB,59.1,830,407,902,505
G_Matriarche,59.1,759,531,847,565
Pterophyllum_Scalare_W,59.1,806,483,840,521
Pterophyllum_Scalare_BB,59.1,415,92,505,168
Botia_Almorhae,59.2,413,493,447,523
Pterophyllum_Scalare_BB,59.2,422,91,512,167
G_Matriarche,59.2,760,534,846,566
Pterophyllum_Scalare_W,59.2,809,485,843,521
Pterophyllum_Scalare_YWB,59.2,829,407,903,504
Pterophyllum_Scalare_Y,59.2,1051,394,1119,470
Pterophyllum_Scalare_BB,59.3,428,92,518,165
Pterophyllum_Scalare_YWB,59.3,826,407,900,503
Pterophyllum_Scalare_Y,59.3,1058,395,1124,472
G_Matriarche,59.3,760,535,848,567
Pterophyllum_Scalare_W,59.3,811,485,845,522
Botia_Almorhae,59.3,401,495,449,528
Pterophyllum_Scalare_Y,59.4,1063,396,1128,474
G_Matriarche,59.4,758,536,844,568
Pterophyllum_Scalare_BB,59.4,433,93,520,165
Pterophyllum_Scalare_W,59.4,813,485,847,525
Pterophyllum_Scalare_YWB,59.4,824,406,898,504
Botia_Almorhae,59.4,393,498,449,532
Botia_Almorhae,59.5,379,501,445,534
Pterophyllum_Scalare_W,59.5,813,485,848,526
Pterophyllum_Scalare_BB,59.5,435,94,520,166
Pterophyllum_Scalare_YWB,59.5,822,407,897,504
Pterophyllum_Scalare_Y,59.5,1067,397,1132,476
G_Matriarche,59.5,755,537,841,570
Pterophyllum_Scalare_Y,59.6,1073,398,1135,477
G_Matriarche,59.6,754,538,844,571
Pterophyllum_Scalare_BB,59.6,437,95,525,167
Pterophyllum_Scalare_W,59.6,816,485,848,525
Pterophyllum_Scalare_YWB,59.6,821,407,897,503
Botia_Almorhae,59.6,371,500,446,536
Pterophyllum_Scalare_YWB,59.7,821,408,898,503
Pterophyllum_Scalare_BB,59.7,439,95,529,167
G_Matriarche,59.7,752,538,845,572
Pterophyllum_Scalare_Y,59.7,1077,399,1137,479
Pterophyllum_Scalare_BB,59.8,442,94,531,167
Pterophyllum_Scalare_YWB,59.8,822,408,899,503
G_Matriarche,59.8,752,538,844,572
Pterophyllum_Scalare_Y,59.8,1081,401,1139,480
Pterophyllum_Scalare_Y,59.9,1085,403,1142,482
Pterophyllum_Scalare_BB,59.9,445,94,534,169
G_Matriarche,59.9,751,539,844,572
Pterophyllum_Scalare_YWB,59.9,822,408,900,503
Pterophyllum_Scalare_Y,60.0,1088,405,1144,485
Pterophyllum_Scalare_YWB,60.0,822,408,901,504
G_Matriarche,60.0,752,540,844,572
Pterophyllum_Scalare_BB,60.0,445,94,537,170
Botia_Almorhae,60.0,320,514,409,550
Pterophyllum_Scalare_Y,60.1,1089,407,1145,487
Pterophyllum_Scalare_YWB,60.1,821,409,900,504
Pterophyllum_Scalare_BB,60.1,445,94,537,170
Botia_Almorhae,60.1,311,511,401,553
G_Matriarche,60.1,752,541,844,573
Botia_Almorhae,60.2,1008,608,1060,633
Pterophyllum_Scalare_BB,60.2,445,92,538,171
G_Matriarche,60.2,753,541,844,573
Pterophyllum_Scalare_Y,60.2,1092,409,1146,488
Pterophyllum_Scalare_YWB,60.2,821,408,901,504
Botia_Almorhae,60.2,305,509,400,554
Pterophyllum_Scalare_Y,60.3,1095,410,1147,490
Pterophyllum_Scalare_YWB,60.3,821,409,901,503
Pterophyllum_Scalare_BB,60.3,445,91,539,171
Botia_Almorhae,60.3,298,507,385,555
G_Matriarche,60.3,753,542,844,574
Pterophyllum_Scalare_BB,60.4,448,91,541,171
Botia_Almorhae,60.4,286,505,380,551
Pterophyllum_Scalare_YWB,60.4,821,410,903,503
Pterophyllum_Scalare_Y,60.4,1096,412,1148,491
G_Matriarche,60.4,754,543,845,575
Pterophyllum_Scalare_YWB,60.5,821,411,902,503
Pterophyllum_Scalare_BB,60.5,452,90,544,172
G_Matriarche,60.5,754,543,844,576
Botia_Almorhae,60.5,283,502,366,546
Pterophyllum_Scalare_Y,60.5,1098,414,1150,492
Pterophyllum_Scalare_YWB,60.6,821,411,900,503
G_Matriarche,60.6,754,544,844,577
Pterophyllum_Scalare_Y,60.6,1100,414,1151,493
Botia_Almorhae,60.6,272,499,338,537
Pterophyllum_Scalare_BB,60.6,454,92,547,174
Pterophyllum_Scalare_BB,60.7,455,94,549,176
Pterophyllum_Scalare_Y,60.7,1102,417,1152,495
Pterophyllum_Scalare_YWB,60.7,821,411,901,503
G_Matriarche,60.7,755,544,846,578
Pterophyllum_Scalare_W,60.7,838,509,862,544
Pterophyllum_Scalare_YWB,60.8,821,412,902,502
Pterophyllum_Scalare_BB,60.8,458,96,550,179
Pterophyllum_Scalare_Y,60.8,1103,419,1152,496
Pterophyllum_Scalare_B,60.8,902,573,975,656
G_Matriarche,60.8,755,545,845,578
Pterophyllum_Scalare_W,60.8,839,510,862,545
Pterophyllum_Scalare_W,60.9,839,510,862,545
Pterophyllum_Scalare_BB,60.9,459,98,552,183
Pterophyllum_Scalare_YWB,60.9,820,412,903,502
Pterophyllum_Scalare_Y,60.9,1105,421,1153,498
Pterophyllum_Scalare_B,60.9,900,575,970,655
G_Matriarche,60.9,757,545,845,578
Botia_Almorhae,61.0,243,492,289,534
Pterophyllum_Scalare_BB,61.0,463,101,554,186
G_Matriarche,61.0,757,546,847,578
Pterophyllum_Scalare_W,61.0,840,511,863,545
Pterophyllum_Scalare_YWB,61.0,820,412,900,501
Pterophyllum_Scalare_Y,61.0,1106,422,1154,499
Pterophyllum_Scalare_Y,61.1,1108,424,1155,500
G_Matriarche,61.1,758,546,847,577
Botia_Almorhae,61.1,238,493,295,531
Pterophyllum_Scalare_YWB,61.1,820,412,900,501
Pterophyllum_Scalare_BB,61.1,468,104,557,190
Botia_Almorhae,61.2,223,494,301,533
G_Matriarche,61.2,758,546,847,577
Pterophyllum_Scalare_BB,61.2,472,106,562,193
Pterophyllum_Scalare_YWB,61.2,819,411,902,500
Pterophyllum_Scalare_Y,61.2,1110,425,1156,501
Pterophyllum_Scalare_YWB,61.3,818,411,900,501
G_Matriarche,61.3,759,546,850,577
Pterophyllum_Scalare_Y,61.3,1111,426,1157,503
Pterophyllum_Scalare_BB,61.3,476,106,565,197
Botia_Almorhae,61.3,225,493,313,534
Pterophyllum_Scalare_BB,61.4,478,108,567,202
G_Matriarche,61.4,760,546,850,577
Botia_Almorhae,61.4,235,481,331,532
Pterophyllum_Scalare_YWB,61.4,818,412,897,500
Pterophyllum_Scalare_Y,61.4,1113,427,1158,504
Pterophyllum_Scalare_Y,61.5,1114,429,1159,505
G_Matriarche,61.5,760,547,851,577
Pterophyllum_Scalare_YWB,61.5,817,411,900,499
Pterophyllum_Scalare_BB,61.5,482,112,569,208
Botia_Striata,61.5,265,472,344,528
Botia_Almorhae,61.6,272,471,354,528
Corydoras_Albinos,61.6,718,632,758,660
Pterophyllum_Scalare_BB,61.6,484,115,571,214
Pterophyllum_Scalare_YWB,61.6,816,411,899,498
Pterophyllum_Scalare_Y,61.6,1115,429,1160,506
G_Matriarche,61.6,762,548,852,579
Pterophyllum_Scalare_Y,61.7,1116,429,1160,506
Pterophyllum_Scalare_YWB,61.7,814,410,897,496
G_Matriarche,61.7,762,548,853,579
Pterophyllum_Scalare_BB,61.7,486,118,573,219
Pterophyllum_Scalare_BB,61.8,489,123,574,223
Pterophyllum_Scalare_Y,61.8,1117,430,1161,507
G_Matriarche,61.8,764,548,853,580
Pterophyllum_Scalare_YWB,61.8,811,409,893,494
Pterophyllum_Scalare_Y,61.9,1118,430,1162,507
Pterophyllum_Scalare_W,61.9,841,507,863,545
Pterophyllum_Scalare_BB,61.9,492,128,576,227
Pterophyllum_Scalare_YWB,61.9,805,406,888,490
G_Matriarche,61.9,764,550,854,582
Pterophyllum_Scalare_W,62.0,841,500,862,545
Pterophyllum_Scalare_Y,62.0,1119,430,1162,508
